fecha,body.counting
2025-12-08 03:45:00,8.0
2025-12-08 04:00:00,4.0
2025-12-08 04:15:00,16.0
2025-12-08 04:30:00,17.0
2025-12-08 04:45:00,13.0
2025-12-08 05:00:00,12.0
2025-12-08 05:15:00,14.0
2025-12-08 05:30:00,11.0
2025-12-08 05:45:00,11.0
2025-12-08 06:00:00,13.0
2025-12-08 06:15:00,19.0
2025-12-08 06:30:00,6.0
2025-12-08 06:45:00,5.0
2025-12-08 07:00:00,4.0
2025-12-08 07:15:00,6.0
2025-12-08 07:30:00,9.0
2025-12-08 07:45:00,12.0
2025-12-08 08:00:00,9.0
2025-12-08 08:15:00,2.0
2025-12-08 08:30:00,5.0
2025-12-08 08:45:00,3.0
2025-12-08 09:00:00,8.0
2025-12-08 09:15:00,8.0
2025-12-08 09:30:00,5.0
2025-12-08 09:45:00,16.0
2025-12-08 10:00:00,17.0
2025-12-08 10:15:00,18.0
2025-12-08 10:30:00,12.0
2025-12-08 10:45:00,7.0
2025-12-08 11:00:00,34.0
2025-12-08 11:15:00,21.0
2025-12-08 11:30:00,5.0
2025-12-08 11:45:00,59.0
2025-12-08 12:00:00,14.0
2025-12-08 12:15:00,15.0
2025-12-08 12:30:00,35.0
2025-12-08 12:45:00,29.0
2025-12-08 13:00:00,23.0
2025-12-08 13:15:00,20.0
2025-12-08 13:30:00,18.0
2025-12-08 13:45:00,10.0
2025-12-08 14:00:00,38.0
2025-12-08 14:15:00,38.0
2025-12-08 14:30:00,21.0
2025-12-08 14:45:00,15.0
2025-12-08 15:00:00,17.0
2025-12-08 15:15:00,20.0
2025-12-08 15:30:00,22.0
2025-12-08 15:45:00,26.0
2025-12-08 16:00:00,57.0
2025-12-08 16:15:00,26.0
2025-12-08 16:30:00,5.0
2025-12-08 16:45:00,5.0
2025-12-08 17:00:00,16.0
